subject,session_changed,emotion_changed,EER
3,1,0,0.27636363636363637
4,1,0,0.11780303030303027
5,1,0,0.12378167641325538
6,1,0,0.3229957805907173
7,1,0,0.588125
8,1,0,0.1686147186147186
9,1,0,0.10098619329388558
10,1,0,0.40267489711934157
11,1,0,0.18223684210526317
12,1,0,0.002811244979919679
13,1,0,0.35298651252408475
14,1,0,0.1834355828220859
15,1,0,0.24712643678160917
16,1,0,0.11405622489959838
1,1,1,0.2591324200913242
2,1,1,0.37955555555555553
3,1,1,0.21390593047034764
4,1,1,0.09440715883668903
5,1,1,0.1541371158392435
6,1,1,0.42111801242236024
7,1,1,0.6766004415011038
8,1,1,0.2260485651214128
9,1,1,0.07358024691358024
10,1,1,0.4088050314465409
11,1,1,0.23671171171171174
12,1,1,0.04516129032258065
13,1,1,0.3040084388185654
14,1,1,0.15524475524475526
15,1,1,0.28990610328638494
16,1,1,0.17453416149068324
1,0,1,0.2861111111111111
2,0,1,0.22
3,0,1,0.2948356807511737
4,0,1,0.08732394366197183
5,0,1,0.2885964912280702
6,0,1,0.12761904761904763
7,0,1,0.2444444444444444
8,0,1,0.12416666666666668
9,0,1,0.08903508771929822
10,0,1,0.31166666666666665
11,0,1,0.17061403508771927
12,0,1,0.1037974683544304
13,0,1,0.3507246376811594
14,0,1,0.04946236559139783
15,0,1,0.118018018018018
16,0,1,0.2584474885844749
1,0,1,0.2430976430976431
2,0,1,0.25197132616487455
3,0,1,0.22948717948717945
4,0,1,0.1511904761904762
5,0,1,0.17196969696969694
6,0,1,0.29288389513108615
7,0,1,0.08768115942028988
8,0,1,0.14980842911877396
9,0,1,0.0454212454212454
10,0,1,0.15992509363295881
11,0,1,0.23294117647058826
12,0,1,0.011224489795918374
13,0,1,0.31025641025641026
14,0,1,0.06888888888888889
15,0,1,0.3395189003436426
16,0,1,0.11702898550724636
1,0,1,0.30263157894736836
2,0,1,0.21522309711286086
3,0,1,0.3940972222222222
4,0,1,0.09620596205962059
5,0,1,0.14883040935672515
6,0,1,0.25
7,0,1,0.19198717948717947
8,0,1,0.1635514018691589
9,0,1,0.0873156342182891
10,0,1,0.17370030581039753
11,0,1,0.15730994152046784
12,0,1,0.12012578616352199
13,0,1,0.2722222222222222
14,0,1,0.054621848739495805
15,0,1,0.192463768115942
16,0,1,0.25028735632183907
1,0,1,0.2286231884057971
2,0,1,0.29616858237547894
3,0,1,0.4109848484848485
4,0,1,0.11401515151515151
5,0,1,0.09000000000000001
6,0,1,0.349645390070922
7,0,1,0.07578947368421053
8,0,1,0.20460992907801417
9,0,1,0.07126436781609197
10,0,1,0.2227106227106227
11,0,1,0.1989010989010989
12,0,1,0.06628352490421457
13,0,1,0.330952380952381
14,0,1,0.09686274509803922
15,0,1,0.3319444444444445
16,0,1,0.1765567765567766
1,0,0,0.15360360360360362
2,0,0,0.14279279279279278
3,0,0,0.12329749103942653
4,0,0,0.13058823529411764
5,0,0,0.07550200803212852
6,0,0,0.16060606060606059
7,0,0,0.09450980392156863
8,0,0,0.14819277108433737
9,0,0,0.10714285714285712
10,0,0,0.14796747967479676
11,0,0,0.10627450980392156
12,0,0,0.009053497942386858
13,0,0,0.26033755274261605
14,0,0,0.03125
15,0,0,0.18619047619047618
16,0,0,0.07564102564102562
1,1,1,0.21753472222222223
2,1,1,0.1676029962546816
3,1,1,0.31693121693121695
4,1,1,0.12921146953405016
5,1,1,0.3635658914728682
6,1,1,0.10364583333333331
7,1,1,0.7106995884773663
8,1,1,0.13941176470588237
9,1,1,0.07655038759689924
10,1,1,0.3885185185185185
11,1,1,0.24590818363273456
12,1,1,0.026352530541012203
13,1,1,0.3527619047619048
14,1,1,0.06151202749140894
15,1,1,0.18756756756756754
16,1,1,0.22518518518518515
1,1,1,0.12068965517241381
2,1,1,0.20238095238095238
3,1,1,0.3909282700421941
4,1,1,0.11575757575757574
5,1,1,0.1518962075848303
6,1,1,0.17278481012658228
7,1,1,0.7137254901960784
8,1,1,0.15744234800838575
9,1,1,0.10526315789473684
10,1,1,0.26210317460317456
11,1,1,0.2619658119658119
12,1,1,0.007692307692307681
13,1,1,0.3369477911646586
14,1,1,0.07161290322580643
15,1,1,0.2648915187376726
16,1,1,0.22565656565656567
1,1,1,0.24955752212389376
2,1,1,0.174002574002574
3,1,1,0.37750677506775066
4,1,1,0.0956989247311828
5,1,1,0.19827586206896552
6,1,1,0.19063829787234043
7,1,1,0.6540856031128405
8,1,1,0.13399734395750332
9,1,1,0.10164141414141414
10,1,1,0.3097872340425532
11,1,1,0.26721311475409837
12,1,1,0.021417797888386138
13,1,1,0.3139601139601139
14,1,1,0.047067238912732456
15,1,1,0.22081447963800904
16,1,1,0.17212885154061627
1,1,1,0.1861952861952862
2,1,1,0.32251308900523556
3,1,1,0.5174509803921568
4,1,1,0.129
5,1,1,0.13197278911564625
6,1,1,0.31068840579710144
7,1,1,0.6162520729684909
8,1,1,0.15218855218855218
9,1,1,0.11459459459459456
10,1,1,0.3454692556634304
11,1,1,0.22290679304897312
12,1,1,0.032508250825082526
13,1,1,0.35192982456140354
14,1,1,0.061904761904761886
15,1,1,0.28132045088566826
16,1,1,0.32193877551020406
1,1,0,0.1084848484848485
2,1,0,0.18644067796610167
3,1,0,0.3148418491484185
4,1,0,0.0772727272727273
5,1,0,0.11829573934837093
6,1,0,0.1508905852417303
7,1,0,0.7548556430446194
8,1,0,0.10846994535519126
9,1,0,0.13517060367454067
10,1,0,0.39459459459459456
11,1,0,0.20245901639344263
12,1,0,0.008205128205128191
13,1,0,0.2985185185185185
14,1,0,0.05792349726775954
15,1,0,0.18672316384180787
16,1,0,0.18980716253443528
1,1,1,0.22997601918465227
2,1,1,0.27904040404040403
3,1,1,0.35463659147869675
4,1,1,0.13824289405684756
5,1,1,0.2138686131386861
6,1,1,0.09952718676122933
7,1,1,0.5792717086834733
8,1,1,0.17445255474452553
9,1,1,0.0854320987654321
10,1,1,0.4935897435897436
11,1,1,0.189058524173028
12,1,1,0.03700980392156862
13,1,1,0.2822222222222222
14,1,1,0.13880208333333333
15,1,1,0.2317948717948718
16,1,1,0.12507122507122506
1,1,1,0.20704467353951894
2,1,1,0.38076285240464347
3,1,1,0.4607553366174056
4,1,1,0.18333333333333335
5,1,1,0.13987538940809968
6,1,1,0.13790849673202613
7,1,1,0.6109427609427609
8,1,1,0.170440251572327
9,1,1,0.09515151515151515
10,1,1,0.2688225538971808
11,1,1,0.29
12,1,1,0.008798646362098154
13,1,1,0.2863036303630363
14,1,1,0.16948356807511739
15,1,1,0.31970443349753697
16,1,1,0.21609195402298847
1,1,1,0.30406824146981626
2,1,1,0.23668005354752342
3,1,1,0.5467514124293785
4,1,1,0.10868347338935572
5,1,1,0.09240506329113923
6,1,1,0.13870056497175137
7,1,1,0.5480392156862746
8,1,1,0.16287262872628727
9,1,1,0.15435684647302905
10,1,1,0.4115591397849462
11,1,1,0.22329472329472327
12,1,1,0.0199186991869919
13,1,1,0.29163292847503375
14,1,1,0.24650856389986825
15,1,1,0.2389110225763612
16,1,1,0.15006587615283268
1,1,1,0.29900199600798405
2,1,1,0.2849206349206349
3,1,1,0.5260606060606061
4,1,1,0.1274621212121212
5,1,1,0.08187134502923976
6,1,1,0.14282700421940928
7,1,1,0.5485416666666667
8,1,1,0.16839826839826838
9,1,1,0.12504930966469427
10,1,1,0.41234567901234565
11,1,1,0.2307017543859649
12,1,1,0.0100401606425703
13,1,1,0.35876685934489405
14,1,1,0.20899795501022495
15,1,1,0.3047892720306513
16,1,1,0.3190763052208835
1,1,0,0.12968036529680363
2,1,0,0.2942222222222222
3,1,0,0.24846625766871167
4,1,0,0.1284116331096197
5,1,0,0.08510638297872342
6,1,0,0.14927536231884056
7,1,0,0.6774834437086092
8,1,0,0.13796909492273735
9,1,0,0.0745679012345679
10,1,0,0.370020964360587
11,1,0,0.18490990990990988
12,1,0,0.026236559139784926
13,1,0,0.2609704641350211
14,1,0,0.1871794871794872
15,1,0,0.14929577464788735
16,1,0,0.11697722567287785
