enroll_session,test_session,enroll_emotion,test_emotion,transition,region,theta_power_drift,alpha_power_drift,beta_power_drift,gamma_power_drift,total_psd_drift,variant,seed,EER,AUC
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Frontal,5.124637945776861e-05,0.0004357992715778806,0.00023072592115828006,0.00011246159140552818,0.0008302331635994574,arcface_supcon_cnn,1,0.0746932515337423,0.9644922336216112
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Frontal,5.124637945776861e-05,0.0004357992715778806,0.00023072592115828006,0.00011246159140552818,0.0008302331635994574,arcface_supcon_cnn,2,0.0670415814587593,0.9833725862551456
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Frontal,5.124637945776861e-05,0.0004357992715778806,0.00023072592115828006,0.00011246159140552818,0.0008302331635994574,arcface_supcon_cnn,3,0.0684560327198364,0.9608368258338176
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Frontal,5.124637945776861e-05,0.0004357992715778806,0.00023072592115828006,0.00011246159140552818,0.0008302331635994574,arcface_supcon_cnn,4,0.0680725971370143,0.9884340045590588
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Central/Motor,0.000833258698029176,0.0005365692611251551,7.517808782202869e-05,0.00027606721102659167,0.0017210732580029515,arcface_supcon_cnn,0,0.0711571233810497,0.9588752780583192
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Central/Motor,0.000833258698029176,0.0005365692611251551,7.517808782202869e-05,0.00027606721102659167,0.0017210732580029515,arcface_supcon_cnn,1,0.0746932515337423,0.9644922336216112
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Central/Motor,0.000833258698029176,0.0005365692611251551,7.517808782202869e-05,0.00027606721102659167,0.0017210732580029515,arcface_supcon_cnn,2,0.0670415814587593,0.9833725862551456
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Central/Motor,0.000833258698029176,0.0005365692611251551,7.517808782202869e-05,0.00027606721102659167,0.0017210732580029515,arcface_supcon_cnn,3,0.0684560327198364,0.9608368258338176
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Central/Motor,0.000833258698029176,0.0005365692611251551,7.517808782202869e-05,0.00027606721102659167,0.0017210732580029515,arcface_supcon_cnn,4,0.0680725971370143,0.9884340045590588
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Temporal,0.001153513789176941,0.0006545813133319207,0.0009435998120655622,0.00021921214647591114,0.002970907061050335,arcface_supcon_cnn,0,0.0711571233810497,0.9588752780583192
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Temporal,0.001153513789176941,0.0006545813133319207,0.0009435998120655622,0.00021921214647591114,0.002970907061050335,arcface_supcon_cnn,1,0.0746932515337423,0.9644922336216112
