enroll_session,test_session,enroll_emotion,test_emotion,transition,theta_power_drift,alpha_power_drift,beta_power_drift,gamma_power_drift,total_psd_drift,variant,seed,EER,AUC
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Neutral,Happy->Neutral,0.0010241177199142317,0.0010242872250576817,0.0010669527065363667,0.001605530063638331,0.00472088771514661,arcface_supcon_cnn,2,0.0649206349206349,0.9821342956349208
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Neutral,Happy->Neutral,0.0010241177199142317,0.0010242872250576817,0.0010669527065363667,0.001605530063638331,0.00472088771514661,arcface_supcon_cnn,3,0.0750714285714285,0.9612860237150416
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Neutral,Happy->Neutral,0.0010241177199142317,0.0010242872250576817,0.0010669527065363667,0.001605530063638331,0.00472088771514661,arcface_supcon_cnn,4,0.0595555555555555,0.9897763945578232
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Sad,Happy->Sad,0.0009096364634821101,0.0011962489230513931,0.0006392860981924015,0.0012601614406559662,0.00400533292538187,arcface_supcon_cnn,0,0.0868713017751479,0.940529614394866
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Sad,Happy->Sad,0.0009096364634821101,0.0011962489230513931,0.0006392860981924015,0.0012601614406559662,0.00400533292538187,arcface_supcon_cnn,1,0.088214990138067,0.9488483055022766
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Sad,Happy->Sad,0.0009096364634821101,0.0011962489230513931,0.0006392860981924015,0.0012601614406559662,0.00400533292538187,arcface_supcon_cnn,2,0.0839127218934911,0.9587148919951486
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Sad,Happy->Sad,0.0009096364634821101,0.0011962489230513931,0.0006392860981924015,0.0012601614406559662,0.00400533292538187,arcface_supcon_cnn,3,0.090625,0.943155875755328
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Sad,Happy->Sad,0.0009096364634821101,0.0011962489230513931,0.0006392860981924015,0.0012601614406559662,0.00400533292538187,arcface_supcon_cnn,4,0.0771079881656804,0.9706598841601274
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Neutral,Disgust,Neutral->Disgust,0.000577377478059913,0.0007148519790332236,0.000984206388793176,0.0011553208841914534,0.003431756730077766,arcface_supcon_cnn,0,0.0831970404984423,0.9481185718946978
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Neutral,Disgust,Neutral->Disgust,0.000577377478059913,0.0007148519790332236,0.000984206388793176,0.0011553208841914534,0.003431756730077766,arcface_supcon_cnn,1,0.0863901869158878,0.9557827472422992
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Neutral,Disgust,Neutral->Disgust,0.000577377478059913,0.0007148519790332236,0.000984206388793176,0.0011553208841914534,0.003431756730077766,arcface_supcon_cnn,2,0.0782028816199377,0.9673969077880712
